date,close,high,low,open,volume
2024-05-28,3.799999952316284,3.849999904632568,3.75,3.849999904632568,6290418
2024-05-29,3.799999952316284,3.849999904632568,3.75,3.799999952316284,3660212
2024-05-30,3.799999952316284,3.950000047683716,3.75,3.849999904632568,6047117
2024-05-31,3.849999904632568,3.950000047683716,3.799999952316284,3.849999904632568,5358575
2024-06-03,3.849999904632568,4.0,3.849999904632568,3.950000047683716,5280201
2024-06-04,3.700000047683716,3.900000095367432,3.650000095367432,3.900000095367432,9705347
2024-06-05,3.5999999046325684,3.75,3.549999952316284,3.700000047683716,6796295
2024-06-06,3.75,3.75,3.5999999046325684,3.650000095367432,4549249
2024-06-07,3.950000047683716,4.0,3.799999952316284,3.849999904632568,12302848
2024-06-10,3.869999885559082,4.050000190734863,3.849999904632568,4.0,6091370
2024-06-11,3.839999914169312,3.900000095367432,3.809999942779541,3.900000095367432,4045955
2024-06-12,3.900000095367432,4.03000020980835,3.7899999618530273,3.869999885559082,15792699
2024-06-13,3.869999885559082,3.990000009536743,3.819999933242798,3.940000057220459,7589499
2024-06-14,3.880000114440918,3.930000066757202,3.849999904632568,3.890000104904175,5967632
2024-06-18,3.849999904632568,3.930000066757202,3.849999904632568,3.920000076293945,5079750
2024-06-19,3.829999923706055,3.869999885559082,3.809999942779541,3.849999904632568,6023742
2024-06-20,3.890000104904175,3.9600000381469727,3.839999914169312,3.859999895095825,10336126
2024-06-21,4.260000228881836,4.269999980926514,3.920000076293945,3.950000047683716,44277273
2024-06-24,4.28000020980835,4.570000171661377,4.25,4.300000190734863,19451482
2024-06-25,4.110000133514404,4.340000152587891,4.090000152587891,4.320000171661377,9450830
2024-06-26,4.079999923706055,4.239999771118164,4.050000190734863,4.159999847412109,8521012
2024-06-27,4.019999980926514,4.150000095367432,4.0,4.079999923706055,5455201
2024-06-28,4.0,4.079999923706055,3.9800000190734863,4.070000171661377,5181329
2024-07-01,4.150000095367432,4.400000095367432,3.9600000381469727,4.050000190734863,17501411
2024-07-02,4.059999942779541,4.28000020980835,4.050000190734863,4.210000038146973,10830061
2024-07-03,4.179999828338623,4.28000020980835,4.079999923706055,4.130000114440918,11248051
2024-07-04,4.139999866485596,4.28000020980835,4.119999885559082,4.25,9768266
2024-07-05,4.179999828338623,4.239999771118164,4.130000114440918,4.190000057220459,9122773
2024-07-08,4.090000152587891,4.239999771118164,4.059999942779541,4.230000019073486,7487065
2024-07-09,4.03000020980835,4.119999885559082,4.0,4.110000133514404,6381288
2024-07-10,3.9700000286102295,4.090000152587891,3.930000066757202,4.070000171661377,7981750
2024-07-11,3.9800000190734863,4.039999961853027,3.9700000286102295,4.019999980926514,4532861
2024-07-12,3.990000009536743,4.059999942779541,3.9800000190734863,4.050000190734863,5701888
2024-07-15,3.950000047683716,4.050000190734863,3.910000085830689,4.050000190734863,5880705
2024-07-16,3.9700000286102295,4.03000020980835,3.940000057220459,3.950000047683716,5101449
2024-07-18,3.920000076293945,4.039999961853027,3.900000095367432,3.9700000286102295,6199814
2024-07-19,3.839999914169312,3.940000057220459,3.819999933242798,3.920000076293945,5471138
2024-07-22,3.839999914169312,3.930000066757202,3.740000009536743,3.880000114440918,6503335
2024-07-23,3.829999923706055,3.869999885559082,3.700000047683716,3.869999885559082,7182549
2024-07-24,3.910000085830689,3.9800000190734863,3.819999933242798,3.829999923706055,7454750
2024-07-25,3.890000104904175,3.940000057220459,3.859999895095825,3.890000104904175,4588116
2024-07-26,3.880000114440918,3.9600000381469727,3.880000114440918,3.930000066757202,5312766
2024-07-29,3.880000114440918,3.940000057220459,3.859999895095825,3.930000066757202,4926659
2024-07-30,3.880000114440918,3.930000066757202,3.880000114440918,3.880000114440918,3505140
2024-07-31,3.859999895095825,3.920000076293945,3.849999904632568,3.920000076293945,3883974
2024-08-01,3.809999942779541,3.900000095367432,3.7899999618530273,3.890000104904175,5766676
2024-08-02,3.7699999809265137,3.859999895095825,3.660000085830689,3.660000085830689,6010104
2024-08-05,3.609999895095825,3.759999990463257,3.5899999141693115,3.7100000381469727,10015641
2024-08-06,3.609999895095825,3.809999942779541,3.5899999141693115,3.640000104904175,7208250
2024-08-07,3.7200000286102295,3.740000009536743,3.640000104904175,3.670000076293945,4296811
2024-08-08,3.700000047683716,3.839999914169312,3.700000047683716,3.75,5595713
2024-08-09,3.660000085830689,3.7699999809265137,3.630000114440918,3.759999990463257,4708550
2024-08-12,3.680000066757202,3.849999904632568,3.609999895095825,3.650000095367432,8381569
2024-08-13,3.660000085830689,3.740000009536743,3.660000085830689,3.7100000381469727,3990997
2024-08-14,3.670000076293945,3.759999990463257,3.650000095367432,3.75,5353846
2024-08-16,3.650000095367432,3.75,3.650000095367432,3.740000009536743,3442947
2024-08-19,3.660000085830689,3.7200000286102295,3.650000095367432,3.670000076293945,4924431
2024-08-20,3.670000076293945,3.700000047683716,3.650000095367432,3.670000076293945,3191511
2024-08-21,3.75,3.7899999618530273,3.670000076293945,3.690000057220459,6238648
2024-08-22,3.809999942779541,3.869999885559082,3.7699999809265137,3.7899999618530273,6499511
2024-08-23,3.740000009536743,3.880000114440918,3.7200000286102295,3.880000114440918,6497043
2024-08-26,3.680000066757202,3.7699999809265137,3.660000085830689,3.75,6207429
2024-08-27,3.7200000286102295,3.75,3.660000085830689,3.680000066757202,4261371
2024-08-28,3.759999990463257,3.869999885559082,3.740000009536743,3.759999990463257,7650722
2024-08-29,3.7699999809265137,3.849999904632568,3.7100000381469727,3.7899999618530273,5829529
2024-08-30,3.7100000381469727,3.819999933242798,3.690000057220459,3.7899999618530273,4652722
2024-09-02,3.680000066757202,3.740000009536743,3.640000104904175,3.7300000190734863,3727360
2024-09-03,3.660000085830689,3.7200000286102295,3.640000104904175,3.7100000381469727,4408373
2024-09-04,3.660000085830689,3.670000076293945,3.640000104904175,3.650000095367432,2272308
2024-09-05,3.640000104904175,3.680000066757202,3.5999999046325684,3.680000066757202,3828373
2024-09-06,3.609999895095825,3.680000066757202,3.5999999046325684,3.670000076293945,4229925
2024-09-09,3.5899999141693115,3.700000047683716,3.5799999237060547,3.630000114440918,4354502
2024-09-10,3.7699999809265137,3.819999933242798,3.619999885559082,3.619999885559082,11050272
2024-09-11,3.690000057220459,3.799999952316284,3.650000095367432,3.799999952316284,4858003
2024-09-12,3.660000085830689,3.75,3.640000104904175,3.740000009536743,4257127
2024-09-13,3.670000076293945,3.740000009536743,3.660000085830689,3.680000066757202,2986620
2024-09-16,3.630000114440918,3.7100000381469727,3.609999895095825,3.7100000381469727,3924602
2024-09-17,3.640000104904175,3.680000066757202,3.5899999141693115,3.660000085830689,3778031
2024-09-18,3.609999895095825,3.670000076293945,3.609999895095825,3.650000095367432,2730406
2024-09-19,3.559999942779541,3.640000104904175,3.539999961853028,3.640000104904175,3594495
2024-09-20,3.569999933242798,3.609999895095825,3.549999952316284,3.5999999046325684,3682298
2024-09-23,3.539999961853028,3.5999999046325684,3.5199999809265137,3.5799999237060547,3937547
2024-09-24,3.490000009536743,3.559999942779541,3.470000028610229,3.539999961853028,3835685
2024-09-25,3.430000066757202,3.5199999809265137,3.4200000762939453,3.509999990463257,3947835
2024-09-26,3.380000114440918,3.440000057220459,3.319999933242798,3.430000066757202,4912719
2024-09-27,3.7699999809265137,3.920000076293945,3.390000104904175,3.400000095367432,37803299
2024-09-30,3.7200000286102295,3.849999904632568,3.609999895095825,3.819999933242798,11872543
2024-10-01,3.7300000190734863,3.799999952316284,3.680000066757202,3.7799999713897705,5216914
2024-10-03,3.5999999046325684,3.7100000381469727,3.5899999141693115,3.640000104904175,5370860
2024-10-04,3.539999961853028,3.5899999141693115,3.450000047683716,3.5,5941084
2024-10-07,3.359999895095825,3.619999885559082,3.25,3.5899999141693115,7382485
2024-10-08,3.5299999713897705,3.650000095367432,3.3299999237060547,3.359999895095825,6549450
2024-10-09,3.5,3.5899999141693115,3.4800000190734863,3.569999933242798,4188445
2024-10-10,3.5,3.559999942779541,3.4800000190734863,3.5299999713897705,3952197
2024-10-11,3.490000009536743,3.509999990463257,3.470000028610229,3.509999990463257,2460918
2024-10-14,3.4800000190734863,3.539999961853028,3.4600000381469727,3.509999990463257,3191612
2024-10-15,3.470000028610229,3.5199999809265137,3.430000066757202,3.470000028610229,2852880
2024-10-16,3.4200000762939453,3.4600000381469727,3.4100000858306885,3.450000047683716,2553930
2024-10-17,3.390000104904175,3.440000057220459,3.380000114440918,3.4200000762939453,2309267
2024-10-18,3.359999895095825,3.4100000858306885,3.3299999237060547,3.400000095367432,2419942
2024-10-21,3.309999942779541,3.4100000858306885,3.299999952316284,3.390000104904175,2724383
2024-10-22,3.140000104904175,3.3499999046325684,3.130000114440918,3.2699999809265137,3984991
2024-10-23,3.200000047683716,3.299999952316284,3.0199999809265137,3.140000104904175,5012673
2024-10-24,3.180000066757202,3.2799999713897705,3.1700000762939453,3.259999990463257,3449064
2024-10-25,3.0799999237060547,3.200000047683716,3.049999952316284,3.190000057220459,3864385
2024-10-28,3.109999895095825,3.150000095367432,3.009999990463257,3.0799999237060547,2973514
2024-10-29,3.180000066757202,3.2100000381469727,3.109999895095825,3.1700000762939453,2719140
2024-10-30,3.4100000858306885,3.4600000381469727,3.200000047683716,3.2300000190734863,4821186
2024-10-31,3.470000028610229,3.5299999713897705,3.4100000858306885,3.4800000190734863,3015362
2024-11-01,3.509999990463257,3.5299999713897705,3.470000028610229,3.5199999809265137,1598878
2024-11-04,3.3499999046325684,3.549999952316284,3.2699999809265137,3.549999952316284,4425819
2024-11-05,3.390000104904175,3.450000047683716,3.3499999046325684,3.4200000762939453,2512063
2024-11-06,3.740000009536743,3.7799999713897705,3.4100000858306885,3.4200000762939453,16697167
2024-11-07,3.640000104904175,3.910000085830689,3.630000114440918,3.869999885559082,13577754
2024-11-08,3.640000104904175,3.700000047683716,3.559999942779541,3.680000066757202,4063724
2024-11-11,3.4800000190734863,3.700000047683716,3.440000057220459,3.690000057220459,6185139
2024-11-12,3.440000057220459,3.559999942779541,3.4200000762939453,3.5,3364624
2024-11-13,3.299999952316284,3.440000057220459,3.25,3.440000057220459,4083443
2024-11-14,3.309999942779541,3.4200000762939453,3.259999990463257,3.309999942779541,4748203
2024-11-18,3.259999990463257,3.369999885559082,3.2100000381469727,3.319999933242798,3694184
2024-11-19,3.440000057220459,3.4800000190734863,3.299999952316284,3.3499999046325684,3994005
2024-11-21,3.549999952316284,3.690000057220459,3.440000057220459,3.5999999046325684,9406082
2024-11-22,3.5899999141693115,3.7100000381469727,3.4800000190734863,3.5899999141693115,4240153
2024-11-25,3.559999942779541,3.690000057220459,3.539999961853028,3.660000085830689,3058884
2024-11-26,3.509999990463257,3.569999933242798,3.5,3.559999942779541,2954789
2024-11-27,3.4800000190734863,3.549999952316284,3.470000028610229,3.5299999713897705,2683174
2024-11-28,3.4600000381469727,3.5899999141693115,3.450000047683716,3.5,5332204
2024-11-29,3.380000114440918,3.440000057220459,3.319999933242798,3.4200000762939453,7165529
2024-12-02,3.390000104904175,3.440000057220459,3.3499999046325684,3.4200000762939453,3665924
2024-12-03,3.369999885559082,3.430000066757202,3.359999895095825,3.390000104904175,3518650
2024-12-04,3.4600000381469727,3.5299999713897705,3.369999885559082,3.4100000858306885,5174258
2024-12-05,3.440000057220459,3.5999999046325684,3.430000066757202,3.5,3840011
2024-12-06,3.650000095367432,4.119999885559082,3.430000066757202,3.4800000190734863,24956931
2024-12-09,3.660000085830689,3.829999923706055,3.630000114440918,3.690000057220459,11499270
2024-12-10,3.609999895095825,3.740000009536743,3.5799999237060547,3.740000009536743,5961347
2024-12-11,3.569999933242798,3.650000095367432,3.539999961853028,3.619999885559082,5028699
2024-12-12,3.559999942779541,3.660000085830689,3.5199999809265137,3.569999933242798,3959305
2024-12-13,3.539999961853028,3.5799999237060547,3.4600000381469727,3.569999933242798,3568860
2024-12-16,3.539999961853028,3.609999895095825,3.5299999713897705,3.5299999713897705,3188831
2024-12-17,3.509999990463257,3.549999952316284,3.4800000190734863,3.549999952316284,3158910
2024-12-18,3.5,3.549999952316284,3.4600000381469727,3.509999990463257,2435763
2024-12-19,3.4600000381469727,3.490000009536743,3.369999885559082,3.490000009536743,3246815
2024-12-20,3.4100000858306885,3.490000009536743,3.400000095367432,3.4800000190734863,2370774
2024-12-23,3.380000114440918,3.430000066757202,3.369999885559082,3.430000066757202,2254038
2024-12-24,3.390000104904175,3.4200000762939453,3.369999885559082,3.380000114440918,2263106
2024-12-26,3.3399999141693115,3.430000066757202,3.3299999237060547,3.4200000762939453,2276622
2024-12-27,3.2699999809265137,3.369999885559082,3.259999990463257,3.3399999141693115,2800822
2024-12-30,3.289999961853028,3.3299999237060547,3.25,3.2699999809265137,2379762
2024-12-31,3.299999952316284,3.3299999237060547,3.259999990463257,3.299999952316284,2293471
2025-01-01,3.400000095367432,3.4200000762939453,3.309999942779541,3.3299999237060547,3261511
2025-01-02,3.390000104904175,3.430000066757202,3.369999885559082,3.4200000762939453,2101635
2025-01-03,3.430000066757202,3.4800000190734863,3.390000104904175,3.400000095367432,4385805
2025-01-06,3.200000047683716,3.470000028610229,3.180000066757202,3.450000047683716,5987113
2025-01-07,3.240000009536743,3.299999952316284,3.200000047683716,3.2100000381469727,3595486
2025-01-08,3.220000028610229,3.259999990463257,3.190000057220459,3.2300000190734863,2204812
2025-01-09,3.1700000762939453,3.240000009536743,3.1600000858306885,3.220000028610229,2653352
2025-01-10,3.0999999046325684,3.200000047683716,3.0799999237060547,3.200000047683716,2962571
2025-01-13,3.0,3.150000095367432,3.0,3.0999999046325684,4370781
2025-01-14,3.220000028610229,3.2699999809265137,3.009999990463257,3.049999952316284,3761985
2025-01-15,3.150000095367432,3.200000047683716,3.109999895095825,3.1700000762939453,2617337
2025-01-16,3.180000066757202,3.240000009536743,3.1600000858306885,3.180000066757202,1871988
2025-01-17,3.190000057220459,3.2100000381469727,3.140000104904175,3.2100000381469727,2459830
2025-01-20,3.1700000762939453,3.2300000190734863,3.150000095367432,3.200000047683716,2317757
2025-01-21,3.140000104904175,3.2100000381469727,3.119999885559082,3.200000047683716,2101041
2025-01-22,3.0999999046325684,3.1700000762939453,3.0299999713897705,3.1600000858306885,2929485
2025-01-23,3.0999999046325684,3.150000095367432,3.0799999237060547,3.0999999046325684,1440952
2025-01-24,3.009999990463257,3.130000114440918,3.0,3.130000114440918,2492229
2025-01-27,2.950000047683716,3.0199999809265137,2.9200000762939453,3.009999990463257,2305692
2025-01-28,2.970000028610229,3.0299999713897705,2.8499999046325684,2.940000057220459,3060758
2025-01-29,3.0199999809265137,3.0899999141693115,2.9800000190734863,3.0,2109030
2025-01-30,3.009999990463257,3.069999933242798,2.990000009536743,3.039999961853028,1685134
2025-01-31,3.059999942779541,3.069999933242798,3.0199999809265137,3.059999942779541,1655486
2025-02-01,3.069999933242798,3.119999885559082,3.0299999713897705,3.119999885559082,1575744
2025-02-03,3.009999990463257,3.0899999141693115,2.9800000190734863,3.0799999237060547,1649549
2025-02-04,3.0299999713897705,3.059999942779541,2.9600000381469727,2.9800000190734863,1254126
2025-02-05,3.009999990463257,3.0799999237060547,3.0,3.049999952316284,1501300
2025-02-06,2.990000009536743,3.039999961853028,2.990000009536743,3.009999990463257,1351790
2025-02-07,2.990000009536743,3.039999961853028,2.9800000190734863,3.0,1569809
2025-02-10,2.930000066757202,3.0199999809265137,2.9100000858306885,3.0199999809265137,1980654
2025-02-11,2.880000114440918,2.990000009536743,2.8499999046325684,2.930000066757202,2409876
2025-02-12,2.789999961853028,2.890000104904175,2.7300000190734863,2.869999885559082,3161764
2025-02-13,2.8299999237060547,2.900000095367432,2.7799999713897705,2.819999933242798,1726559
2025-02-14,2.650000095367432,2.900000095367432,2.609999895095825,2.890000104904175,5050944
2025-02-17,2.539999961853028,2.6600000858306885,2.5,2.650000095367432,3364398
2025-02-18,2.369999885559082,2.5299999713897705,2.3399999141693115,2.5299999713897705,4016187
2025-02-19,2.809999942779541,2.8399999141693115,2.359999895095825,2.369999885559082,7129706
2025-02-20,3.2799999713897705,3.369999885559082,2.890000104904175,3.0199999809265137,28094473
2025-02-21,2.900000095367432,3.4200000762939453,2.890000104904175,3.299999952316284,15744637
2025-02-24,3.0299999713897705,3.140000104904175,2.809999942779541,2.869999885559082,7065739
2025-02-25,3.0199999809265137,3.109999895095825,3.009999990463257,3.069999933242798,2249382
2025-02-27,2.970000028610229,3.0999999046325684,2.950000047683716,3.009999990463257,3070997
2025-02-28,2.789999961853028,2.970000028610229,2.7300000190734863,2.970000028610229,3792409
2025-03-03,2.789999961853028,2.9600000381469727,2.569999933242798,2.8499999046325684,3849338
2025-03-04,2.789999961853028,2.890000104904175,2.700000047683716,2.720000028610229,1883561
2025-03-05,2.9100000858306885,2.9600000381469727,2.799999952316284,2.799999952316284,2518101
2025-03-06,2.970000028610229,3.039999961853028,2.950000047683716,2.970000028610229,1849255
2025-03-07,2.9200000762939453,3.0199999809265137,2.9100000858306885,3.0199999809265137,1320588
2025-03-10,2.809999942779541,2.950000047683716,2.799999952316284,2.9200000762939453,3244957
2025-03-11,2.690000057220459,2.799999952316284,2.680000066757202,2.799999952316284,4085910
2025-03-12,2.630000114440918,2.740000009536743,2.539999961853028,2.7300000190734863,4433866
2025-03-13,2.650000095367432,2.7300000190734863,2.609999895095825,2.7300000190734863,2327104
2025-03-17,2.630000114440918,2.740000009536743,2.619999885559082,2.740000009536743,3426369
2025-03-18,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,0
2025-03-19,2.75,2.7799999713897705,2.690000057220459,2.690000057220459,3899102
2025-03-20,2.650000095367432,2.8399999141693115,2.630000114440918,2.8399999141693115,4939768
2025-03-21,2.6700000762939453,2.7100000381469727,2.650000095367432,2.6600000858306885,3514713
2025-03-24,2.6600000858306885,2.740000009536743,2.650000095367432,2.650000095367432,3958333
2025-03-25,2.619999885559082,2.740000009536743,2.609999895095825,2.690000057220459,4276356
2025-03-26,2.539999961853028,2.650000095367432,2.5299999713897705,2.619999885559082,3413719
2025-03-27,2.490000009536743,2.5899999141693115,2.4800000190734863,2.5299999713897705,3982665
2025-03-28,2.4200000762939453,2.549999952316284,2.4100000858306885,2.490000009536743,4394866
2025-04-01,2.5199999809265137,2.650000095367432,2.4200000762939453,2.440000057220459,3350070
2025-04-02,2.5899999141693115,2.5999999046325684,2.470000028610229,2.569999933242798,1843669
2025-04-03,2.619999885559082,2.640000104904175,2.549999952316284,2.549999952316284,2074114
2025-04-04,2.630000114440918,2.650000095367432,2.5799999237060547,2.640000104904175,1982273
2025-04-07,2.5199999809265137,2.569999933242798,2.440000057220459,2.569999933242798,2891175
2025-04-08,2.5799999237060547,2.5999999046325684,2.5299999713897705,2.5899999141693115,1873301
2025-04-09,2.5299999713897705,2.5799999237060547,2.5,2.5799999237060547,1245900
2025-04-11,2.549999952316284,2.5999999046325684,2.539999961853028,2.5999999046325684,1346711
2025-04-15,2.5799999237060547,2.5999999046325684,2.559999942779541,2.5899999141693115,1915164
2025-04-16,2.650000095367432,2.700000047683716,2.5799999237060547,2.5999999046325684,2327310
2025-04-17,2.630000114440918,2.690000057220459,2.5999999046325684,2.690000057220459,1255271
2025-04-21,2.680000066757202,2.700000047683716,2.5999999046325684,2.6600000858306885,2260380
2025-04-22,2.7799999713897705,2.990000009536743,2.680000066757202,2.720000028610229,8800812
2025-04-23,2.75,2.8299999237060547,2.700000047683716,2.819999933242798,3819809
2025-04-24,2.740000009536743,2.789999961853028,2.740000009536743,2.75,1729771
2025-04-25,2.6600000858306885,2.759999990463257,2.609999895095825,2.759999990463257,3125155
2025-04-28,2.609999895095825,2.6600000858306885,2.5799999237060547,2.650000095367432,2173410
2025-04-29,2.619999885559082,2.680000066757202,2.5899999141693115,2.5999999046325684,2024421
2025-04-30,2.5899999141693115,2.650000095367432,2.5799999237060547,2.650000095367432,1581295
2025-05-02,2.539999961853028,2.5999999046325684,2.509999990463257,2.509999990463257,2218920
2025-05-05,2.5899999141693115,2.609999895095825,2.509999990463257,2.5899999141693115,2022161
2025-05-06,2.5299999713897705,2.619999885559082,2.5199999809265137,2.609999895095825,1985880
2025-05-07,2.5,2.5299999713897705,2.4600000381469727,2.5,1955976
2025-05-08,2.470000028610229,2.5799999237060547,2.4600000381469727,2.569999933242798,2227641
2025-05-09,2.4200000762939453,2.4600000381469727,2.390000104904175,2.430000066757202,2402065
2025-05-12,2.559999942779541,2.630000114440918,2.539999961853028,2.630000114440918,3314160
2025-05-13,2.5999999046325684,2.630000114440918,2.559999942779541,2.559999942779541,2891788
2025-05-14,2.6700000762939453,2.690000057220459,2.5999999046325684,2.640000104904175,3419468
2025-05-15,2.700000047683716,2.8499999046325684,2.690000057220459,2.700000047683716,5455192
2025-05-16,2.700000047683716,2.7300000190734863,2.690000057220459,2.690000057220459,2926140
2025-05-19,2.690000057220459,2.759999990463257,2.680000066757202,2.700000047683716,3471646
2025-05-20,2.6600000858306885,2.700000047683716,2.650000095367432,2.690000057220459,1694391
2025-05-21,2.6600000858306885,2.680000066757202,2.630000114440918,2.6600000858306885,1563182
2025-05-22,2.640000104904175,2.690000057220459,2.619999885559082,2.6700000762939453,1834324
2025-05-23,2.690000057220459,2.720000028610229,2.640000104904175,2.6700000762939453,2539807
2025-05-26,2.650000095367432,2.7300000190734863,2.650000095367432,2.720000028610229,2432406
2025-05-27,2.630000114440918,2.650000095367432,2.5999999046325684,2.650000095367432,1872145
2025-05-28,2.630000114440918,2.650000095367432,2.5899999141693115,2.619999885559082,2151980
2025-05-29,2.640000104904175,2.680000066757202,2.630000114440918,2.6700000762939453,1880887
2025-05-30,2.619999885559082,2.6600000858306885,2.5899999141693115,2.6600000858306885,2079997
2025-06-02,2.609999895095825,2.680000066757202,2.5999999046325684,2.630000114440918,2517193
2025-06-03,2.609999895095825,2.630000114440918,2.5999999046325684,2.630000114440918,1964565
